LineId,Date,Time,Level,Component,Content,GroupTemplate,GroupTokens,idxDynamicTok,DynamicTokList,StaticTokList,EventTemplate
943,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1141,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
944,17/06/09,20:10:57,INFO,executor.Executor,Running task 84.0 in stage 24.0 (TID 1141),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['1141', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
945,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_16_0 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
946,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_16_1 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
947,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_16_2 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
948,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_16_3 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
949,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_16_4 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
950,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,1c4df136b857a99b99baeca8c07f5bd8,"['File', 'Output', 'Committer', 'Algorithm', 'version', 'is', '<*>']",[],[],[],File Output Committer Algorithm version is <*>
951,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,1c4df136b857a99b99baeca8c07f5bd8,"['File', 'Output', 'Committer', 'Algorithm', 'version', 'is', '<*>']",[],[],[],File Output Committer Algorithm version is <*>
952,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,1c4df136b857a99b99baeca8c07f5bd8,"['File', 'Output', 'Committer', 'Algorithm', 'version', 'is', '<*>']",[],[],[],File Output Committer Algorithm version is <*>
953,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,1c4df136b857a99b99baeca8c07f5bd8,"['File', 'Output', 'Committer', 'Algorithm', 'version', 'is', '<*>']",[],[],[],File Output Committer Algorithm version is <*>
954,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,1c4df136b857a99b99baeca8c07f5bd8,"['File', 'Output', 'Committer', 'Algorithm', 'version', 'is', '<*>']",[],[],[],File Output Committer Algorithm version is <*>
955,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 37, boot = -87, init = 124, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['37', ','], ['-87', ','], ['124', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
956,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 39, boot = -79, init = 118, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['39', ','], ['-79', ','], ['118', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
957,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 39, boot = -86, init = 125, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['39', ','], ['-86', ','], ['125', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
958,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 42, boot = -81, init = 122, finish = 1",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['42', ','], ['-81', ','], ['122', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
959,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 41, boot = -83, init = 123, finish = 1",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['41', ','], ['-83', ','], ['123', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
960,17/06/09,20:10:58,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000083_1138' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000083,e607aea228ee7bfc732e31aaf599bc4d,"['Saved', 'output', 'of', 'task', '<*>', 'to', '<*>']",[6],"[['hdfs', ':', '//10.10.34.11', ':', '9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000083']]","[['hdfs', ':', '<*>', ':', '<*>']]",Saved output of task <*> to hdfs:<*>
961,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000083_1138: Committed,1a0f0cc2dbfa58a32cecbddd9368ea53,"['<*>', 'Committed']",[0],"[['attempt_201706092018_0024_m_000083_1138', ':']]","[['<*>', ':']]",<*>: Committed
962,17/06/09,20:10:58,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000084_1141' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000084,e607aea228ee7bfc732e31aaf599bc4d,"['Saved', 'output', 'of', 'task', '<*>', 'to', '<*>']",[6],"[['hdfs', ':', '//10.10.34.11', ':', '9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000084']]","[['hdfs', ':', '<*>', ':', '<*>']]",Saved output of task <*> to hdfs:<*>
963,17/06/09,20:10:58,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000080_1135' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000080,e607aea228ee7bfc732e31aaf599bc4d,"['Saved', 'output', 'of', 'task', '<*>', 'to', '<*>']",[6],"[['hdfs', ':', '//10.10.34.11', ':', '9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000080']]","[['hdfs', ':', '<*>', ':', '<*>']]",Saved output of task <*> to hdfs:<*>
964,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000084_1141: Committed,1a0f0cc2dbfa58a32cecbddd9368ea53,"['<*>', 'Committed']",[0],"[['attempt_201706092018_0024_m_000084_1141', ':']]","[['<*>', ':']]",<*>: Committed
965,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000080_1135: Committed,1a0f0cc2dbfa58a32cecbddd9368ea53,"['<*>', 'Committed']",[0],"[['attempt_201706092018_0024_m_000080_1135', ':']]","[['<*>', ':']]",<*>: Committed
966,17/06/09,20:10:58,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000082_1137' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000082,e607aea228ee7bfc732e31aaf599bc4d,"['Saved', 'output', 'of', 'task', '<*>', 'to', '<*>']",[6],"[['hdfs', ':', '//10.10.34.11', ':', '9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000082']]","[['hdfs', ':', '<*>', ':', '<*>']]",Saved output of task <*> to hdfs:<*>
967,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000082_1137: Committed,1a0f0cc2dbfa58a32cecbddd9368ea53,"['<*>', 'Committed']",[0],"[['attempt_201706092018_0024_m_000082_1137', ':']]","[['<*>', ':']]",<*>: Committed
968,17/06/09,20:10:58,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000081_1136' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000081,e607aea228ee7bfc732e31aaf599bc4d,"['Saved', 'output', 'of', 'task', '<*>', 'to', '<*>']",[6],"[['hdfs', ':', '//10.10.34.11', ':', '9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000081']]","[['hdfs', ':', '<*>', ':', '<*>']]",Saved output of task <*> to hdfs:<*>
969,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000081_1136: Committed,1a0f0cc2dbfa58a32cecbddd9368ea53,"['<*>', 'Committed']",[0],"[['attempt_201706092018_0024_m_000081_1136', ':']]","[['<*>', ':']]",<*>: Committed
970,17/06/09,20:10:58,INFO,executor.Executor,Finished task 83.0 in stage 24.0 (TID 1138). 2364 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['1138', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
971,17/06/09,20:10:58,INFO,executor.Executor,Finished task 84.0 in stage 24.0 (TID 1141). 2364 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['1141', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
972,17/06/09,20:10:58,INFO,executor.Executor,Finished task 80.0 in stage 24.0 (TID 1135). 2364 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['1135', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
973,17/06/09,20:10:58,INFO,executor.Executor,Finished task 82.0 in stage 24.0 (TID 1137). 2364 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['1137', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
974,17/06/09,20:10:58,INFO,executor.Executor,Finished task 81.0 in stage 24.0 (TID 1136). 2364 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['1136', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
975,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1145,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
976,17/06/09,20:10:58,INFO,executor.Executor,Running task 120.0 in stage 24.0 (TID 1145),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['1145', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
977,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1146,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
978,17/06/09,20:10:58,INFO,executor.Executor,Running task 121.0 in stage 24.0 (TID 1146),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['1146', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
979,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1147,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
980,17/06/09,20:10:58,INFO,executor.Executor,Running task 122.0 in stage 24.0 (TID 1147),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['1147', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
981,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1150,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
982,17/06/09,20:10:58,INFO,executor.Executor,Running task 123.0 in stage 24.0 (TID 1150),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['1150', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
983,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1151,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
984,17/06/09,20:10:58,INFO,executor.Executor,Running task 124.0 in stage 24.0 (TID 1151),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['1151', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
985,17/06/09,20:10:58,INFO,storage.BlockManager,Found block rdd_21_4 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
986,17/06/09,20:10:58,INFO,storage.BlockManager,Found block rdd_21_1 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
987,17/06/09,20:10:58,INFO,storage.BlockManager,Found block rdd_21_0 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
988,17/06/09,20:10:58,INFO,storage.BlockManager,Found block rdd_21_2 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
989,17/06/09,20:10:58,INFO,storage.BlockManager,Found block rdd_21_3 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
990,17/06/09,20:10:58,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,1c4df136b857a99b99baeca8c07f5bd8,"['File', 'Output', 'Committer', 'Algorithm', 'version', 'is', '<*>']",[],[],[],File Output Committer Algorithm version is <*>
991,17/06/09,20:10:58,INFO,python.PythonRunner,"Times: total = 40, boot = -82, init = 122, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['40', ','], ['-82', ','], ['122', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
992,17/06/09,20:10:58,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000124_1151' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000124,e607aea228ee7bfc732e31aaf599bc4d,"['Saved', 'output', 'of', 'task', '<*>', 'to', '<*>']",[6],"[['hdfs', ':', '//10.10.34.11', ':', '9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000124']]","[['hdfs', ':', '<*>', ':', '<*>']]",Saved output of task <*> to hdfs:<*>
993,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000124_1151: Committed,1a0f0cc2dbfa58a32cecbddd9368ea53,"['<*>', 'Committed']",[0],"[['attempt_201706092018_0024_m_000124_1151', ':']]","[['<*>', ':']]",<*>: Committed
994,17/06/09,20:10:58,INFO,executor.Executor,Finished task 124.0 in stage 24.0 (TID 1151). 2364 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['1151', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
995,17/06/09,20:10:58,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,1c4df136b857a99b99baeca8c07f5bd8,"['File', 'Output', 'Committer', 'Algorithm', 'version', 'is', '<*>']",[],[],[],File Output Committer Algorithm version is <*>
996,17/06/09,20:10:58,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,1c4df136b857a99b99baeca8c07f5bd8,"['File', 'Output', 'Committer', 'Algorithm', 'version', 'is', '<*>']",[],[],[],File Output Committer Algorithm version is <*>
997,17/06/09,20:10:58,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,1c4df136b857a99b99baeca8c07f5bd8,"['File', 'Output', 'Committer', 'Algorithm', 'version', 'is', '<*>']",[],[],[],File Output Committer Algorithm version is <*>
998,17/06/09,20:10:58,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,1c4df136b857a99b99baeca8c07f5bd8,"['File', 'Output', 'Committer', 'Algorithm', 'version', 'is', '<*>']",[],[],[],File Output Committer Algorithm version is <*>
999,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1155,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
1000,17/06/09,20:10:58,INFO,executor.Executor,Running task 160.0 in stage 24.0 (TID 1155),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['1155', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
1001,17/06/09,20:10:58,INFO,python.PythonRunner,"Times: total = 39, boot = -102, init = 141, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['39', ','], ['-102', ','], ['141', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1002,17/06/09,20:10:58,INFO,python.PythonRunner,"Times: total = 38, boot = -112, init = 150, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['38', ','], ['-112', ','], ['150', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1003,17/06/09,20:10:58,INFO,python.PythonRunner,"Times: total = 40, boot = -107, init = 147, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['40', ','], ['-107', ','], ['147', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1004,17/06/09,20:10:58,INFO,python.PythonRunner,"Times: total = 40, boot = -116, init = 156, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['40', ','], ['-116', ','], ['156', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1005,17/06/09,20:10:58,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000120_1145' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000120,e607aea228ee7bfc732e31aaf599bc4d,"['Saved', 'output', 'of', 'task', '<*>', 'to', '<*>']",[6],"[['hdfs', ':', '//10.10.34.11', ':', '9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000120']]","[['hdfs', ':', '<*>', ':', '<*>']]",Saved output of task <*> to hdfs:<*>
1006,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000120_1145: Committed,1a0f0cc2dbfa58a32cecbddd9368ea53,"['<*>', 'Committed']",[0],"[['attempt_201706092018_0024_m_000120_1145', ':']]","[['<*>', ':']]",<*>: Committed
1007,17/06/09,20:10:58,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000122_1147' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000122,e607aea228ee7bfc732e31aaf599bc4d,"['Saved', 'output', 'of', 'task', '<*>', 'to', '<*>']",[6],"[['hdfs', ':', '//10.10.34.11', ':', '9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000122']]","[['hdfs', ':', '<*>', ':', '<*>']]",Saved output of task <*> to hdfs:<*>
1008,17/06/09,20:10:58,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000121_1146' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000121,e607aea228ee7bfc732e31aaf599bc4d,"['Saved', 'output', 'of', 'task', '<*>', 'to', '<*>']",[6],"[['hdfs', ':', '//10.10.34.11', ':', '9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000121']]","[['hdfs', ':', '<*>', ':', '<*>']]",Saved output of task <*> to hdfs:<*>
1009,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000122_1147: Committed,1a0f0cc2dbfa58a32cecbddd9368ea53,"['<*>', 'Committed']",[0],"[['attempt_201706092018_0024_m_000122_1147', ':']]","[['<*>', ':']]",<*>: Committed
1010,17/06/09,20:10:58,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000123_1150' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000123,e607aea228ee7bfc732e31aaf599bc4d,"['Saved', 'output', 'of', 'task', '<*>', 'to', '<*>']",[6],"[['hdfs', ':', '//10.10.34.11', ':', '9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000123']]","[['hdfs', ':', '<*>', ':', '<*>']]",Saved output of task <*> to hdfs:<*>
1011,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000121_1146: Committed,1a0f0cc2dbfa58a32cecbddd9368ea53,"['<*>', 'Committed']",[0],"[['attempt_201706092018_0024_m_000121_1146', ':']]","[['<*>', ':']]",<*>: Committed
1012,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000123_1150: Committed,1a0f0cc2dbfa58a32cecbddd9368ea53,"['<*>', 'Committed']",[0],"[['attempt_201706092018_0024_m_000123_1150', ':']]","[['<*>', ':']]",<*>: Committed
1013,17/06/09,20:10:58,INFO,executor.Executor,Finished task 120.0 in stage 24.0 (TID 1145). 2364 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['1145', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
1014,17/06/09,20:10:58,INFO,executor.Executor,Finished task 121.0 in stage 24.0 (TID 1146). 2364 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['1146', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
1015,17/06/09,20:10:58,INFO,executor.Executor,Finished task 122.0 in stage 24.0 (TID 1147). 2364 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['1147', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
1016,17/06/09,20:10:58,INFO,executor.Executor,Finished task 123.0 in stage 24.0 (TID 1150). 2364 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['1150', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
1017,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1156,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
1018,17/06/09,20:10:58,INFO,executor.Executor,Running task 161.0 in stage 24.0 (TID 1156),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['1156', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
1019,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1157,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
1020,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1158,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
1021,17/06/09,20:10:58,INFO,executor.Executor,Running task 162.0 in stage 24.0 (TID 1157),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['1157', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
1022,17/06/09,20:10:58,INFO,executor.Executor,Running task 163.0 in stage 24.0 (TID 1158),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['1158', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
1023,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1159,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
1024,17/06/09,20:10:58,INFO,executor.Executor,Running task 164.0 in stage 24.0 (TID 1159),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['1159', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
